IdEntidad,Nit,RazónSocial,Departamento,Municipio,Dirección,CódigoPostal,Teléfono,Fax,email,PáginaWeb,ÁmbitoSIIF
215515455,800029660:1,Miraflores - Boyacá,DEPARTAMENTO DE BOYACA,MIRAFLORES (BOYACA),CALLE 4 Nº 7 -42,152660,098-7330237,098-7330237,alcaldia@miraflores-boyaca.gov.co,http://www.miraflores-boyaca.gov.co,No
215515755,800026911:1,Socotá,DEPARTAMENTO DE BOYACA,SOCOTA,CARRERA 3  2 78 EDIFICIO MUNICIPAL,915755,098-7820118,098-7820118,alcaldia@socota-boyaca.gov.co,http://,No
215519355,800004741:1,Inzá,DEPARTAMENTO DE CAUCA,INZA,CARRERA 5  3   21 CAM,192531,092-8700629,092-8700629,secretariafinanciera@inza-cauca.gov.co,http://inza-cauca.gov.co,No
215519455,891500841:6,Miranda,DEPARTAMENTO DE CAUCA,MIRANDA,CALLE 6 NO. 5 - 21,191520,"092-8476123,8476090,",092-8476093,contabilidad@miranda-cauca.gov.co,http://www.miranda-cauca.gov.co,No
215523555,800096765:1,Planeta Rica,DEPARTAMENTO DE CORDOBA,PLANETA RICA,CALLE 18 NO 10 - 09,233040,094-7662274,094-7662547,contactenos@planetarica-cordoba.gov.co,http://www.planetarica-cordoba.gov.co,No
215523855,800096808:8,Valencia,DEPARTAMENTO DE CORDOBA,VALENCIA,CARRERA 15 CALLE 11 ESQUINA PALACIO MUNICIPAL,234530,094-7773171,094-7773049,hacienda@valencia-cordoba.gov.co,http://www.valencia-cordoba.gov.co,No
215544855,800059405:6,Urumita,DEPARTAMENTO DE GUAJIRA,URUMITA,CARRERA 9B # 14A - 27,445020,957-7778040,957-7778040,despachoalcalde@urumita-guajira.gov.co,http://www.urumita-guajira.gov.co,No
215547555,891780051:4,Plato,DEPARTAMENTO DE MAGDALENA,PLATO,CARRERA 12 3 39 BRR CENTRO,475030,"095-4850024,4850836",095-4850024,alcaldia@plato-magdalena.gov.co,http://www.plato-magdalena.gov.co,No
215568255,890208199:0,El Playón,DEPARTAMENTO DE SANTANDER,EL PLAYON,Carrera 5a. . 12 - 47,687501,097-3219226091,097-6292064,SECRETARIADEHACIENDA@ELPLAYON-SANTANDER.GOV,http://,No
215568655,890204643:1,Sabana de Torres,DEPARTAMENTO DE SANTANDER,SABANA DE TORRES,CALLE 11 11 06,687008,097-3183640210,097-6293412,generalyhacienda@sabanadetorres-santander.gov.co,http://www.sabanadetorres-santander.gov.co,No
215568755,890203688:8,Socorro,DEPARTAMENTO DE SANTANDER,SOCORRO,CALLE 15 NO.14-66,683551,097-7272582,097-7272181,alcaldia@socorro-santander.gov.co,http://www.socorro-santander.gov.co,No
215568855,890205460:5,Valle de San José,DEPARTAMENTO DE SANTANDER,VALLE DE SAN JOSE,CALLE 5 NO.7-38,682571,"097-7268710,7268924",097-7268710,alcaldia@valledesanjose-santander.gov.co,http://www.valledesanjose-santander.gov.co/,No
215573055,890700982:0,Armero - Guayabal,DEPARTAMENTO DE TOLIMA,ARMERO (GUAYABAL),CARRERA 6 CALLE 5 ESQUINA PARQUE PRINCIPAL,732060,"098-2530201,2530112,2530965",098-2530163,alcaldia@armeroguayabal-tolima.gov.co,http://www.armeroguayabal-tolima.gov.co/,No
215573555,800100137:1,Planadas,DEPARTAMENTO DE TOLIMA,PLANADAS,CARRERAA 5 LOCAL 1,735070,"098-2265033,2265208,2265033",098-2265126,alcaldia@planadas-tolima.gov.co,http://www.planadas-tolima.govco,No
215586755,800102903:6,San Francisco - Putumayo,DEPARTAMENTO DE PUTUMAYO,SAN FRANCISCO (PUTUMAYO),CALLE 4 NO 3-35 B/JESÚS ALFONSO BOTERO,861001,098-4271124,098-4271124,jairosvalencias87@gmail.com,http://www.sanfrancisco-putumayo.gov.co/,No
215605656,890920814:5,San Jerónimo,DEPARTAMENTO DE ANTIOQUIA,SAN JERONIMO,CARRERA 11 N° 18 - 132,051070,"094-582123,8582024",094-8582123,alcaldia@sanjeronimo-anioquia.gov.co,http://www.sanjeronimo-antioquia.gov.co,No
215605756,890980357:7,Sonsón,DEPARTAMENTO DE ANTIOQUIA,SONSON,CARRERA 6 CALLE 6 N 58,054830,094-8694444,094-8694052,sechacienda@sonson-antioquia.gov.co,http://www.sonson-antioquia.gov.co,No
215605856,890984186:2,Valparaíso - Antioquia,DEPARTAMENTO DE ANTIOQUIA,VALPARAISO (ANTIOQUIA),CALLE 10 VILLA NUEVA Nº 9 - 43,056030,"094-8493882,8492109,8493981",094-8493807,alcaldia@valparaiso-antioquia.gov.co,http://www.valparaiso-antioquia.gov.co/,No
215618256,800095763:0,El Paujil,DEPARTAMENTO DE CAQUETA,EL PAUJIL,CARRERA 5 CALLE 5 ESQUINA,181030,098-4314080,098-4314080,tesoreriamunicipal@elpaujil-caqueta.gov.co,http://www.elpaujil-caqueta.gov.co,No
215618756,800095786:1,Solano,DEPARTAMENTO DE CAQUETA,SOLANO,CALLE 6 # 2-42 BARRIO BELLAVISTA - PALACIO MUNICIPAL,184010,098-4304123,098-4304123,tesoreria@solano-caqueta.gov.co,http://www.solano-caqueta.gov.co,No
215619256,891500978:6,El Tambo - Cauca,DEPARTAMENTO DE CAUCA,EL TAMBO (CAUCA),CALLE 4  2  98,193570,092-8276090,092-8276090,alcaldia@eltambo-cauca.gov.co,http://www.eltambo-cauca.gov.co,No
215652256,800099079:9,El Rosario,DEPARTAMENTO DE NARIÑO,EL ROSARIO,PARQUE PRINCIPAL EL ROSARIO N,527030,092-7368154,092-7368154,yolandagg1981@hotmail.com,http://www.elrosario-narino.gov.co,No
215652356,800099095:7,Ipiales,DEPARTAMENTO DE NARIÑO,IPIALES,CARRERAA 6 8 75 CAM,524061,092-7732000,092-7732484,contabilidad@ipiales-narino.gov.co,http://www.ipiales-narino.gov.co/,No
215666456,800031075:7,Mistrató,DEPARTAMENTO DE RISARALDA,MISTRATO,Plaza principal,664020,096-3526002,096-3526245,alcaldia@mistrato-risaralda.gov.co,http://www.mistrato-risaralda.gov.co,No
215713657,800037175:2,San Juan Nepomuceno,DEPARTAMENTO DE BOLIVAR,SAN JUAN NEPOMUCENO,CENTRO CARRERA 13 No.8-70 CENTRO ADMINISTRATIVO RAMON RODRIGUEZ DIAGO,132017,095-6890596,095-6890596,finanzas@sanjuannepomuceno-bolivar.gov.co,http://www.municipios.com.co/bolivar/san-juan-nepomuceno,No
215715757,800099210:8,Socha,DEPARTAMENTO DE BOYACA,SOCHA,CALLE 4 9 26 PALACIO MUNICIPAL,151640,"098-7874040,7874337,874040",098-7874337,shaciendasocha@boyaca.gov.co,http://www.socha.gov.co,No
215741357,891180131:0,Iquira,DEPARTAMENTO DE HUILA,IQUIRA,CALLE 4 6 - 29,412060,"098-8384552,8394654,8394597",098-8394552,contactenos@iquira-huila.gov.co,http://www.iquira-huila.gov.co,No
215786757,800252922:9,San Miguel - Putumayo,DEPARTAMENTO DE PUTUMAYO,SAN MIGUEL (PUTUMAYO),CARRERA A 4 CALLE 7 ESQUINA BARRIO LA LIBERTAD,862040,098-4287037,098-4287037,contactenos@sanmiguel-putumayo.gov.co,http://www.sanmiguel-putumayo.gov.co/,No
215805658,800022618:8,San José de la Montaña,DEPARTAMENTO DE ANTIOQUIA,SAN JOSE DE LA MONTAÑA,CARRERA 20 NRO 19 08,051410,054-8622714,054-8622714,alexyepes22@hotmail.com,http://www.sanjosedelamontana-antioquia.gov.co,No
215805858,890985285:8,Vegachí,DEPARTAMENTO DE ANTIOQUIA,VEGACHI,CARRERA 49 50 14,052830,094-8305004,094-8305626,contactenos@vegachi-antioquia.gov.co,http://www.vegachi-antioquia.gov.co,No
215808558,800076751:1,Polonuevo,DEPARTAMENTO DE ATLANTICO,POLONUEVO,CALLE 3 9 10,082040,095-8764520,095-8764520,secretariadehacienda@polonuevo-atlantico.gov.co,http://www.polonuevo-atlantico.gov.co,No
215808758,890106291:2,Soledad,DEPARTAMENTO DE ATLANTICO,SOLEDAD,Calle 41 No. 17-27 Barrio la Ilusión,574000,"095-3282415,3282103,3282998,3282142","095-3282415,3282998",contabilidad@soledad-atlantico.gov.co,http://soledad-atlantico.gov.co,No
215813458,800254722:1,Montecristo,DEPARTAMENTO DE BOLIVAR,MONTECRISTO,Calle 12  11 - 69 Plaza Princiapl,134070,095-879263,095-879263,ABERTELC@hotmail.com,http://,No
215825258,899999460:4,El Peñón -  Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,EL PEÑON (CUNDINAMARCA),CARRERAA 4 219,254020,310-3037291,031-2814804,alcaldiamunicipalelpenon@yahoo.es,http://www.elpenon-cundinamarca.gov.co,No
215825658,899999173:5,San Francisco -  Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,SAN FRANCISCO (CUNDINAMARCA),CALLE 4 NUMERO 7 56,253601,"091-8478394,8478214",091-8478394,alcaldia@sanfrancisco-cundinamarca.gov.co,http://www.sanfrancisco-cundinamarca.gov.co,No
215825758,899999468:2,Sopó,DEPARTAMENTO DE CUNDINAMARCA,SOPO,CARRERA 3 # 2 - 45,251001,091-8572143,091-8572143,shacienda@sopo-cundinamarca.gov.co,http://www.sopo-cundinamarca.gov.co,No
215847058,891702186:7,Ariguaní,DEPARTAMENTO DE MAGDALENA,ARIGUANI  (EL DIFICIL),PLAZA PRINCIPAL CALLEL 4 NO 5-102,475018,"095-4258081,4258097",095-4258081,contador@ariguani-magdalena.gov.co,http://www.ariguani-magdalena.gov.co/,No
215847258,891780049:9,El Piñón,DEPARTAMENTO DE MAGDALENA,EL PIÑON,Alcaldia municipal,476001,095-8780439,095-958780439,contaduria@elpinon-magdalena.gov.co,http:///www.elpinon-magdalena.gov.co,No
215852258,800099080:7,El Tablón de Gómez,DEPARTAMENTO DE NARIÑO,EL TABLON,CENTRO ADMINISTRATIVO MUNICIPAL BARRIO SAN FRANCISCO,722283,092-7228346,092-7229038,alcaldia@eltablondegomez-narino.gov.co,http://www.eltablondegomez-narino.gov.co,No
215905059,890983763:8,Armenia - Antioquia,DEPARTAMENTO DE ANTIOQUIA,ARMENIA (ANTIOQUIA),CALLE 10 9 22,055860,094-8559015,094-8559216,alcaldia@armenia-antioquia.gov.co,http://www.armenia-antioquia.gov.co/,No
215905659,800013676:7,San Juan de Urabá,DEPARTAMENTO DE ANTIOQUIA,SAN JUAN DE URABA,CALLE 22 N° 22 - 07,057810,"094-8212100,8212630,8212620",094-8212100,contactenos@sanjuandeuraba-antioquia.gov.co,http://www.sanjuandeuraba-antioquia.gov.co,No
215915759,891855130:1,Sogamoso,DEPARTAMENTO DE BOYACA,SOGAMOSO,LA ALCALDIA DE SOGAMOSO SE UBICA EN LA PLAZA SEIS DE SEPTIEMBRE DEL MUNCIIPIO DE SOGAMOSO,152210,098-7702040,098-7725452,contactenos@sogamoso-boyaca.gov.co,http://www.sogamoso-boyaca.gov.co/,No
215941359,800097098:1,Isnos,DEPARTAMENTO DE HUILA,ISNOS,CARRERA 3 4-26,418040,998-8328025,998-8328309,alcaldia@isnos-huila.gov.co,http://www.isnos-huila.gov.co,No
216005360,890980093:8,Itagüí,DEPARTAMENTO DE ANTIOQUIA,ITAGUI,CARRERA 51 51-55,055412,604-3737676,604-3737676,alcaldia@itagui.gov.co,http://itagui.gov.co,No
216005660,890984376:5,San Luis - Antioquia,DEPARTAMENTO DE ANTIOQUIA,SAN LUIS (ANTIOQUIA),CALLE 17 - 18 - 02,054430,054-8348115,054-8348319,tesoreria@sanluis-antioquia.gov.co,http://www.sanluis-antioquia.gov.co/,No
216008560,890116278:9,Ponedera,DEPARTAMENTO DE ATLANTICO,PONEDERA,Calle 11  16 - 64,084001,605-8769507,605-8769407,tesoreria@ponedera-atlantico.gov.co,http://www.ponedera-atlantico.gov.co,No
216013160,800253526:1,Cantagallo,DEPARTAMENTO DE BOLIVAR,CANTAGALLO,CALLE 1 NO.4-50.,135060,"095-6132286,6230286,230285",095-6230286,contactenos@cantagallo-bolivar.gov.co,http://www.cantagallo-bolivar.gov.co,No
216013760,800035677:9,Soplaviento,DEPARTAMENTO DE BOLIVAR,SOPLAVIENTO,CALL 3 5C 47 PALACIO MUNIPIPAL CENTRO,131501,311-6511299,035-6279359,alcaldia@soplaviento-bolivar.gov.co,http://soplaviento-bolivar.gov.co,No
216015660,891801282:0,San Eduardo,DEPARTAMENTO DE BOYACA,SAN EDUARDO,CALLE 4 # 3 - 61,152601,098-7404546,098-7404546,alcaldia@saneduardo-boyaca.gov.co,http://www.saneduardo-boyaca.gov.co,No
216018460,800067452:6,Milán,DEPARTAMENTO DE CAQUETA,MILAN,Calle 6   7 - 12 Alcaldia municipal,185030,098-4306035,098-4306035,alcalde@milan-caqueta.gov.co,http://milan-caqueta.gov.co,No
216018860,800050407:1,Valparaíso - Caquetá,DEPARTAMENTO DE CAQUETA,VALPARAISO (CAQUETA),CALLE 11 NO. 3-50,185050,098-3115823970,098-3115823970,despachoalcalde@valparaiso-caqueta.gov.co,http://www.valparaiso-caqueta.gov.co/,No
216019760,891501277:6,Sotará (Paispamba),DEPARTAMENTO DE CAUCA,SOTARA (PAISPAMBA),ED ALCALDIA MUNICIPAL,193501,"092-8489017,8489016",092-8489017,alcaldia@sotara-cauca.gov.co,http://www.sotara-cauca.gov.co,No
216020060,892301130:8,Bosconia,DEPARTAMENTO DE CESAR,BOSCONIA,CARRERAA 22 12 - 36,201020,095-5779071,095-5779071,contactenos@bosconia-cesar.gov.co,http://www.bosconia-cesar.gov.co,No
216023660,800096777:8,Sahagún,DEPARTAMENTO DE CORDOBA,SAHAGUN,Calle 14  10 - 30,232540,094-7775676,094-7775879,alcaldia@sahagun-cordoba.gov.co,http://www.sahagun-cordoba.gov.co,No
216025260,832002318:4,El Rosal,DEPARTAMENTO DE CUNDINAMARCA,EL ROSAL,CARRERA 6 NO7-40 - EL ROSAL CUNDINAMARCA,250210,"091-8240616,8240500",091-8240011,ginethfernandez@hotmail.com,http://www.elrosal-cundinamarca.gov.co,No
216027160,818001202:3,Cértegui,DEPARTAMENTO DE CHOCO,CERTEGUÍ,BARRIO LA CANDELARIA PALACIO MUNICIPAL CERTEGUI - CABECERA MUNICIPAL,272020,311-7077642,000-0000000,contactenos@certegui-choco.gov.co,http://www.certegui-choco.gov.co,No
216027660,891680080:9,San José del Palmar,DEPARTAMENTO DE CHOCO,SAN JOSE DEL PALMAR,CALLE 9  3 44,273078,034-3844063,034-3844064,alcaldia@sanjosedelpalmar-choco.gov.co,http://www.sanjosedelpalmar-choco.gov.co/,No
216041660,891180180:1,Saladoblanco,DEPARTAMENTO DE HUILA,SALADOBLANCO,CALLE 2  NO 5 64,418028,098-3158766857,998-3158766857,orrs100@gmail.com,http://www.saladoblanco-huila.gov.co,No
216044560,892115024:8,Manaure,DEPARTAMENTO DE GUAJIRA,MANAURE,CALLE 2 N 3A - 09,441001,"095-7178144,7178025,7178025",095-7178025,rafaelmaya24@hotmail.com,http://manaure-laguajira.gov.co,No
216047460,819003849:0,Nueva Granada,DEPARTAMENTO DE MAGDALENA,NUEVA GRANADA,CARRERA 5#4A-57,475020,310-6655042,095-4850533,alcaldia@nuevagranada-magdalena.gov.co,http://nuevagranada-magdalena.gov.co,No
216047660,819003224:8,Sabanas de San Ángel,DEPARTAMENTO DE MAGDALENA,SABANAS DE SAN ANGEL,CARRERAA 3 3 10,475001,313-5094526,313-6745715,contabilidad@sabanasdesanangel-magdalena.gov.co,http://www.sabnasdesanangel-magdalena.gov.co,No
216047960,819003760:4,Zapayán,DEPARTAMENTO DE MAGDALENA,ZAPAYÁN,CARRERA 7 NO 05,476057,095-4316747,095-4317611,alcaldia@zapayan-magdalena.gov.co,http://www.zapayan-magdalena.gov.co,No
216052260,800099084:6,El Tambo - Nariño,DEPARTAMENTO DE NARIÑO,EL TAMBO (NARIÑO),Calle 3ra  10 - 29  Plaza Principal,522060,"092-7450135,7450121",092-7450121,margaritaparedes2009@hotmail.com,http://www.tambocom.iespana.es,No
216052560,800037232:4,Potosí,DEPARTAMENTO DE NARIÑO,POTOSI,MUNICIPIO DE POTOSI,524038,057-3183929151,092-7365759,alcaldia@potosi-narino.gov.co,http://www.potosi-narino.gov.co,No
216054660,890501549:0,Salazar de las Palmas,DEPARTAMENTO DE NORTE DE SANTANDER,SALAZAR,"CALLE 2DA CARRERA 6TA ESQUINA, PALACIO MUNICIPAL",097566,097-5668285,097-5668039,hacienda@salazardelaspalmas-nortedesantander.gov.co,http://www.salazardelaspalmas-norte de santander.gov.co,No
216068160,890204699:3,Cepitá,DEPARTAMENTO DE SANTANDER,CEPITA,CALLE 3  2  03 ,682061,097-6569440,097-6569440,alcaldia@cepita-santander.gov.co,http://www.cepita-santander.gov.co,No
216086760,800102906:8,Santiago - Putumayo,DEPARTAMENTO DE PUTUMAYO,SANTIAGO (PUTUMAYO),CALLEL 6 NO.4- 25 SEDE ADMINSTRATIVA SAN JOSE,861060,098-4242657,098-4242657,secfinanciera@santiago-putumayo.gov.co,http://www.santiago-putumayo.gov.co,No
216105361,890982278:2,Ituango,DEPARTAMENTO DE ANTIOQUIA,ITUANGO,CALLE BERRIO N° 19-08,052070,094-323215388,094-8643175,hacienda@ituango-antioquia.gov.co,http://www.ituango-antioquia.gov.co,No
216105761,890981080:7,Sopetrán,DEPARTAMENTO DE ANTIOQUIA,SOPETRAN,CARRERA 10 10 42,051440,094-8541561,094-8541416,belestra12@gmail.com,http://www.sopetran-antioaquia.gov.co,No
216105861,890980764:1,Venecia - Antioquia,DEPARTAMENTO DE ANTIOQUIA,VENECIA,CARRERA 51 NO 51-19,056420,094-8491501,094-8490042,alcaldia@venecia-antioquia.gov.co,http://www.venecia-antioquia.gov.co,No
216115761,800029826:5,Somondoco,DEPARTAMENTO DE BOYACA,SOMONDOCO,CALLE 5 N° 3 - 14,153030,098-7531148,098-7531232,alcaldia@somondoco-boyaca.gov.co,http://www.somondoco-boyaca.gov.co/,No
216115861,891800986:2,Ventaquemada,DEPARTAMENTO DE BOYACA,VENTAQUEMADA,CALLE 4 3 17,153640,098-7366001,098-7366001,alcadia@ventaquemada-boyaca.gov.co,http://www.ventaquemada-boyaca.gov.co,No
216127361,891680067:2,Istmina,DEPARTAMENTO DE CHOCO,ISTMINA,CARRERAA 8   19-03 BARRIO COMERCIO,274010,"094-6702082,6702792",094-6702082,contactenos@istmina-choco.gov.co,http://www.istmina-choco.gov.co,No
216147161,891780042:8,Cerro de San Antonio,DEPARTAMENTO DE MAGDALENA,CERRO DE SAN ANTONIO,Alcaldía Municipal,476020,095-3003466933,095-8781808,alcaldia@cerrodesanantonio-magdalena.gov.co,http://www.cerrodesanantonio-magdalena.gov.co,No
216154261,800039803:9,El Zulia,DEPARTAMENTO DE NORTE DE SANTANDER,EL ZULIA,AVENIDA 1 CALLE 9 ESQUINA NO 0-45 BARRIO EL TRIUNFO,545510,"097-5789441,5789211,5789321",097-5789444,alcaldia@elzulia-nortedesantander.gov.co,http://www.elzulia-nortedesantander.gov.co,No
216168861,890205677:6,Vélez,DEPARTAMENTO DE SANTANDER,VELEZ,CALLE 9 # 2-27 ,688610,097-7563379,097-7563379,alcaldia@velez-santander.gov.co,http://www.velez-santander.gov.co,No
216173461,800010350:8,Murillo,DEPARTAMENTO DE TOLIMA,MURILLO,CARRERAA 8 3-85,731060,"098-2532065,2532105","098-2532065,2532105,2532065",secretariadehacienda@murillo-tolima.gov.co,http://www.murillo-tolima.gov.co,No
216173861,800100144:3,Venadillo,DEPARTAMENTO DE TOLIMA,VENADILLO,CARRERA 5 NO 3-94 ,730580,098-2840270,098-2840231,alcaldia@venadillo-tolima.gov.co,http://www.venadillo-tolima.gov.co,No
216197161,832000605:4,Carurú,DEPARTAMENTO DE VAUPES,CARURU,CALLE 2 4-06 BARRIO EL CENTRO,973001,"098-5662470,5662471,5662037,",098-6845020,contactenos@caruru-vaupes.gov.co,http://www.caruru-vaupes.gov.co,No
216213062,806004900:6,Arroyohondo,DEPARTAMENTO DE BOLIVAR,ARROYOHONDO,CALLE 6 # 6-32 PALACIO MUNICIPAL,131560,"095-3045557505,3004676431",095-6511955,hacienda@arroyohondo-bolivar.gov.co,http://www.arroyohondo-bolivar.gov.co,No
216215162,891857805:3,Cerinza,DEPARTAMENTO DE BOYACA,CERINZA,CALLE 7 5-73,150620,098-7877287,098-7877287,carolina.becerravargas@gmail.com,http://www.cerinza-boyaca.gov.co,No
216215362,891856077:3,Iza,DEPARTAMENTO DE BOYACA,IZA,CARRERA 4 N 4 10,152240,"098-7790183,7790190",098-7790183,secretariadehacienda@iza-boyaca.gov.co,http://www.iza-boyaca.gov.co,No
216215762,800019277:9,Sora,DEPARTAMENTO DE BOYACA,SORA,CALLE 3 N 2 35,154040,098-7340300,098-7340300,alcaldia@sora-boyaca.gov.co,http://www.sora-boyaca.gov.co/,No
216217662,890801149:5,Samaná,DEPARTAMENTO DE CALDAS,SAMANA,CALLE 6 8-57,174001,"096-8658130,8658351,8658603,8658031",096-8658281,tesoreria@samana-caldas.gov.co,http://www.samana-caldas.gov.co/,No
216223162,800096744:5,Cereté,DEPARTAMENTO DE CORDOBA,CERETE,CALLE 14 NO. 12 - 41 CENTRO,230550,"094-7641576,7746687",094-7746180,sistemas@cerete-cordoba.gov.co,http://www.cerere-cordoba.gov.co,No
216225662,899999422:4,San Juan de Río Seco,DEPARTAMENTO DE CUNDINAMARCA,SAN JUAN DE RIO SECO,CALLE 4 NO. 6 06,253250,"091-8465013,8465066,8465052",091-8465052,tesoreria@sanjuanderioseco-cundinamarca.gov.co,http://sanjuanderioseco-cundinamarca.gov.co,No
216225862,899999448:5,Vergara,DEPARTAMENTO DE CUNDINAMARCA,VERGARA,CARRERA 5 NO 2 - 18,123456,031-3108194073,091-8459050,contador@vergara-cundinamarca.gov.co,http://www.vergara-cundinamarca.gov.co,No
216268162,890209889:9,Cerrito,DEPARTAMENTO DE SANTANDER,CERRITO,CARRERA 6 6 52,681501,097-6602201,097-6602344,yeilyyuraimam@yahoo.com,http://www.cerrito-santander.gov.co,No
216285162,891857824:3,Monterrey,DEPARTAMENTO DE CASANARE,MONTERREY,CARRERAA.6 15 72 CENTRO MONTERREY CASANARE,855010,"098-986249890,6249201,6249724,3115319199",098-986249724,secrehacienda@monterrey-casanare.gov.co,http://www.monterrey-casanare.gov.co,No
216315763,891801061:1,Sotaquirá,DEPARTAMENTO DE BOYACA,SOTAQUIRA,CARRERA 7 6 64 ED MUNICIPAL,150420,098-7873021,098-7873020,alcaldia@sotaquira-boyaca.gov.co,http://www.sotaquira-boyaca.gov.co,No
216373563,890702038:1,Prado,DEPARTAMENTO DE TOLIMA,PRADO,CARRERA 6 NO. 9-36,734520,098-2277044,098-2277044,alcaldia@prado-tolima.gov.co,http://www.prado-tolima.gov.co,No
216376563,891380115:0,Pradera,DEPARTAMENTO DE VALLE DEL CAUCA,PRADERA,CALLE 6 CARRERA 11 EQUINA PARQUE PRINCIPAL,763550,092-2672653,092-2672155,hacienda@pradera-valle.gov.co,http://www.pradera-valle.gov.co,No
216376863,891901155:2,Versalles,DEPARTAMENTO DE VALLE DEL CAUCA,VERSALLES,CALLE 9 6 60,761530,032-3103757683,032-3103757683,financiera@versalles-valle.gov.co,http://www.versalles-valle.gov.co/,No
216385263,800099429:3,Pore,DEPARTAMENTO DE CASANARE,PORE,CALLE 4 16 44,852050,098-6388007,098-6388014,hacienda@pore-casanare.gov.co,http://www.pore-casanare.gov.co,No
216405264,890982068:2,Entrerríos,DEPARTAMENTO DE ANTIOQUIA,ENTRERRIOS,CALLE 10A  11 28,051430,"094-8670412,8670434,8670147",094-8670305,alcaldiamunicipal@entrerrios-antioquia.gov.co,http://www.entrerrios-antioquia.gov.co,No
216405364,890982294:0,Jardín,DEPARTAMENTO DE ANTIOQUIA,JARDIN,CARRERA 3 N 10 10,056050,"094-8456736,8455550,455713",094-8555684,financiera@eljardin-antioquia.gov.co,http://www.eljardin-antioquia.gov.co/,No
216405664,890983922:2,San Pedro de los Milagros,DEPARTAMENTO DE ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,Carrera 49A  49 - 36 Plaza principal,051010,094-8687039,094-8687039,alcaldia@sanpedrodelosmilagros-antioquia.gov.co,http://www.sanpedrodelosmilagros-antioquia.gov.co,No
216415464,891855735:7,Mongua,DEPARTAMENTO DE BOYACA,MONGUA,Parque principal Mongua,152001,"143-7772116,7772396,772116",098-7772116,tesoreria@mongua-boyaca.gov.co,http://www.mongua-bovaca.qov.co,No
216415664,800083233:7,San José de Pare,DEPARTAMENTO DE BOYACA,SAN JOSE DE PARE,CARRERA 3 NO.1-63,154460,"098-7297115,7297009,",098-7297204,tesoreria@sanjosedepare-boyaca.gov.co,http://www.sanjosedepare-boyaca.gov.co,No
216415764,800015909:7,Soracá,DEPARTAMENTO DE BOYACA,SORACA,CARRERA 6 4 55,153480,098-7445178,098-7404270,alcaldia@soraca-boyaca.gov.co,http://www.soraca-boyaca.gov.co,No
216419364,891501047:9,Jambaló,DEPARTAMENTO DE CAUCA,JAMBALO,CAM,192020,092-8252626,092-8252626,alcaldia@jambalo-cauca.gov.co,http://www.jambalo-cauca.gov.co,No
216423464,800096762:8,Momil,DEPARTAMENTO DE CORDOBA,MOMIL,cra 10 # 8-05,232001,094-8107218,094-7824622,controlinterno@momil-cordoba.gov.co,http://www.momil-cordoba.gov.co,No
216468264,890205114:1,Encino,DEPARTAMENTO DE SANTANDER,ENCINO,CALLE 5 3 22,682541,350-8861682,350-8861682,contactenos@encino-santander.gov.co,http://www.encino-santander.gov.co,No
216468464,890205632:5,Mogotes,DEPARTAMENTO DE SANTANDER,MOGOTES,CALLE 5 # 7- 29 CASA DE GOBIERNO,123456,"097-7279198,2792198",097-7279239,alcaldia@mogotes-santander.gov.co,http://www.mogotes-santander.gov.co,No
216476364,890399046:0,Jamundí,DEPARTAMENTO DE VALLE DEL CAUCA,JAMUNDI,CALLE 10 ESQUINA NO 9-48,764001,092-5190969,092-5160969,contajamundi@outlook.com,http://www.jamundi.gov.co,No
216488564,800103021:1,Providencia,ARCHIPIELAGO DE SAN ANDRES,PROVIDENCIA (SAN ANDRES),Santa Isabel,880020,"094-51488227,5148054",094-5149666,alcaldia@providencia-sanandres.gov.co,http://www.providencia-sanandres.gov.co,No
216505665,890983814:5,San Pedro de Urabá,DEPARTAMENTO DE ANTIOQUIA,SAN  PEDRO DE URABA,CRA 50 Nº 52-114 BARRIO EL CENTRO,057830,"094-8205033,8205502,8205503",094-8205503,hacienda@sanpedrodeuraba-antioquia.gov.co,http://www.sanpedrodeuraba.gov.co,No
216517665,810001998:8,San José - Caldas,DEPARTAMENTO DE CALDAS,SAN JOSE,CARRERAA 2 6-37,177040,"096-860786,8608617,8608616",096-8608563,alcalde@sanjose-caldas.gov.co,http://sanjose.comunidad.com.co,No
216552565,800222498:9,Providencia - Nariño,DEPARTAMENTO DE NARIÑO,PROVIDENCIA (NARIÑO),PALACIO - BARRIO AVENIDA LOS ESTUDIANTES ,526020,092-7496096,092-7496096,alcaldia@providencia-narino.gov.co,http://www.providencia-narino.gov.co,No
216570265,800061313:3,Guaranda,DEPARTAMENTO DE SUCRE,GUARANDA,Alcaldia municipal,704070,095-3017861343,095-3017861343,contabilidad@guaranda-sucre.gov.co,http://www.guaranda-sucre.gov.co,No
216581065,892099494:7,Arauquita,DEPARTAMENTO DE ARAUCA,ARAUQUITA,CARRERA 4 NO. 3-13 BARRIO EL CENTRO,816010,"097-8836102,8836176,8836342",097-8836085,despacho@arauquita-arauca.gov.co,http://www.arauquita-arauca.gov.co,No
